country,designation,points,price,province,region_1,taster_name,taster_twitter_handle,title,variety,winery,year
Argentina,Saurus Patagonia,86,19.0,Other,Neuquén,Michael Schachner,@wineschach,Familia Schroeder 2014 Saurus Patagonia Chardonnay (Neuquén),Chardonnay,Familia Schroeder,[2014]
US,Rochioli-Allen Vineyards Clone 76 Concrete,91,37.0,California,Russian River Valley,Virginie Boone,@vboone,Gary Farrell 2021 Rochioli-Allen Vineyards Clone 76 Concrete Chardonnay (Russian River Valley),Chardonnay,Gary Farrell,[2021]
US,Freedom Hill Vineyard Dijon Clone,91,27.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,St. Innocent 2021 Freedom Hill Vineyard Dijon Clone Chardonnay (Willamette Valley),Chardonnay,St. Innocent,[2021]
France,Domaine Long-Depaquit Vaudésirs Grand Cru,92,81.0,Burgundy,Chablis,Roger Voss,@vossroger,Albert Bichot 2011 Domaine Long-Depaquit Vaudésirs Grand Cru  (Chablis),Chardonnay,Albert Bichot,[]
France,Montée de Tonnerre Premier Cru,92,52.0,Burgundy,Chablis,Roger Voss,@vossroger,La Chablisienne 2011 Montée de Tonnerre Premier Cru  (Chablis),Chardonnay,La Chablisienne,[]
France,Montmains Premier Cru,91,46.0,Burgundy,Chablis,Roger Voss,@vossroger,Jean-Marc Brocard 2011 Montmains Premier Cru  (Chablis),Chardonnay,Jean-Marc Brocard,[]
France,Les Fiefs de Grenouilles Grand Cru,91,75.0,Burgundy,Chablis,Roger Voss,@vossroger,La Chablisienne 2011 Les Fiefs de Grenouilles Grand Cru  (Chablis),Chardonnay,La Chablisienne,[]
US,Camp Meeting Ridge Estate Vineyard,93,65.0,California,Sonoma Coast,Virginie Boone,@vboone,Flowers 2018 Camp Meeting Ridge Estate Vineyard Chardonnay (Sonoma Coast),Chardonnay,Flowers,[2018]
US,Nuits-Blanches Au Bouge,93,42.0,California,Santa Maria Valley,Matt Kettmann,@mattkettmann,Au Bon Climat 2017 Nuits-Blanches Au Bouge Chardonnay (Santa Maria Valley),Chardonnay,Au Bon Climat,[2017]
US,Sarah Case Sleepy Hollow Vineyard,93,48.0,California,Santa Lucia Highlands,Matt Kettmann,@mattkettmann,Talbott 2018 Sarah Case Sleepy Hollow Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Talbott,[2018]
France,La Sereine,88,26.0,Burgundy,Chablis,Roger Voss,@vossroger,La Chablisienne 2016 La Sereine  (Chablis),Chardonnay,La Chablisienne,[2016]
France,Le Charmois Premier Cru,88,34.0,Burgundy,Saint-Aubin,Roger Voss,@vossroger,Michel Picard 2015 Le Charmois Premier Cru  (Saint-Aubin),Chardonnay,Michel Picard,[2015]
France,Domaine Beranger,88,29.0,Burgundy,Pouilly-Fuissé,Roger Voss,@vossroger,Georges Duboeuf 2016 Domaine Beranger  (Pouilly-Fuissé),Chardonnay,Georges Duboeuf,[2016]
US,Riverbed,89,26.0,California,Arroyo Seco,Matt Kettmann,@mattkettmann,Mercy 2019 Riverbed Chardonnay (Arroyo Seco),Chardonnay,Mercy,[2019]
Italy,Satèn,89,41.0,Lombardy,Franciacorta,Kerin O’Keefe,@kerinokeefe,Barone Pizzini 2017 Satèn Chardonnay (Franciacorta),Chardonnay,Barone Pizzini,[2017]
US,Signature Series,90,23.0,California,Russian River Valley,Virginie Boone,@vboone,Kirkland Signature 2019 Signature Series Chardonnay (Russian River Valley),Chardonnay,Kirkland Signature,[2019]
US,Katherine's Vineyard,91,28.0,California,Santa Maria Valley,Matt Kettmann,@mattkettmann,Cambria 2019 Katherine's Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Cambria,[2019]
US,Star Vineyard,91,45.0,California,Rutherford,Virginie Boone,@vboone,D.R. Stephens 2019 Star Vineyard Chardonnay (Rutherford),Chardonnay,D.R. Stephens,[2019]
US,Newsprint,87,18.0,Washington,Columbia Valley (WA),Sean P. Sullivan,@wawinereport,Guardian 2021 Newsprint Chardonnay (Columbia Valley (WA)),Chardonnay,Guardian,[2021]
France,Domaine des Deux Roches Les Cras,89,43.0,Burgundy,Saint-Véran,Roger Voss,@vossroger,Collovray et Terrier 2014 Domaine des Deux Roches Les Cras  (Saint-Véran),Chardonnay,Collovray et Terrier,[2014]
France,Cray vers Vaux,89,42.0,Burgundy,Mâcon-Lugny,Roger Voss,@vossroger,Jean Rijckaert 2014 Cray vers Vaux  (Mâcon-Lugny),Chardonnay,Jean Rijckaert,[2014]
Australia,Ladies Who Shoot Their Lunch Wild Ferment,91,32.0,Victoria,Victoria,Joe Czerwinski,@JoeCz,Fowles Wine 2020 Ladies Who Shoot Their Lunch Wild Ferment Chardonnay (Victoria),Chardonnay,Fowles Wine,[2020]
France,Grand Cru Le Mesnil sur Oger Blanc de Blancs,92,131.0,Champagne,Champagne,Roger Voss,@vossroger,Pascal Doquet NV Grand Cru Le Mesnil sur Oger Blanc de Blancs Chardonnay (Champagne),Chardonnay,Pascal Doquet,[]
US,Dijon Clone,92,38.0,Washington,Yakima Valley,Paul Gregutt,@paulgwine ,Array 2017 Dijon Clone Chardonnay (Yakima Valley),Chardonnay,Array,[2017]
US,La Sereinité,92,55.0,California,Russian River Valley,Virginie Boone,@vboone,Lynmar 2018 La Sereinité Chardonnay (Russian River Valley),Chardonnay,Lynmar,[2018]
US,Nielson Vineyard,91,38.0,California,Santa Maria Valley,Matt Kettmann,@mattkettmann,Ken Brown 2018 Nielson Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Ken Brown,[2018]
US,Wayfarer Vineyard,98,61.0,California,Fort Ross-Seaview,Virginie Boone,@vboone,Wayfarer 2020 Wayfarer Vineyard Chardonnay (Fort Ross-Seaview),Chardonnay,Wayfarer,[2020]
US,Stillwater Creek Vineyard,91,30.0,Washington,Columbia Valley (WA),Paul Gregutt,@paulgwine ,Novelty Hill 2018 Stillwater Creek Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Novelty Hill,[2018]
US,Barrel Select French Oak Reserve,90,33.0,California,Carneros,Virginie Boone,@vboone,Roche 2019 Barrel Select French Oak Reserve Chardonnay (Carneros),Chardonnay,Roche,[2019]
US,Trio Vineyard,90,30.0,California,Yountville,Virginie Boone,@vboone,Tamber Bey 2020 Trio Vineyard Chardonnay (Yountville),Chardonnay,Tamber Bey,[2020]
US,Sangiacomo Vineyard,90,37.0,California,Carneros,Virginie Boone,@vboone,B.R. Cohn 2017 Sangiacomo Vineyard Chardonnay (Carneros),Chardonnay,B.R. Cohn,[2017]
US,Dijon 76 Estate,90,32.0,Oregon,Chehalem Mountains,Paul Gregutt,@paulgwine ,Carabella 2018 Dijon 76 Estate Chardonnay (Chehalem Mountains),Chardonnay,Carabella,[2018]
US,Bacigalupi Vineyard,90,40.0,California,Russian River Valley,Virginie Boone,@vboone,Gary Farrell 2018 Bacigalupi Vineyard Chardonnay (Russian River Valley),Chardonnay,Gary Farrell,[2018]
US,Durell Vineyard,90,42.0,California,Sonoma Coast,Virginie Boone,@vboone,Pali 2018 Durell Vineyard Chardonnay (Sonoma Coast),Chardonnay,Pali,[2018]
Argentina,Plot N°2 Single Vineyard,90,42.0,Mendoza Province,Uco Valley,Michael Schachner,@wineschach,Salentein 2018 Plot N°2 Single Vineyard Chardonnay (Uco Valley),Chardonnay,Salentein,[2018]
US,Gravel Ridge Vineyard,90,30.0,California,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Cooper-Garrod 2019 Gravel Ridge Vineyard Chardonnay (Santa Cruz Mountains),Chardonnay,Cooper-Garrod,[2019]
France,Barrel Selection,86,21.0,Languedoc-Roussillon,Vin de Pays d'Oc,Lauren Buzzeo,@laurbuzz,La Forge Estate 2013 Barrel Selection Chardonnay (Vin de Pays d'Oc),Chardonnay,La Forge Estate,[2013]
France,Les Monts de Boncourt,91,52.0,Burgundy,Côtes de Nuits Villages,Roger Voss,@vossroger,Domaine de Bellene 2017 Les Monts de Boncourt  (Côtes de Nuits Villages),Chardonnay,Domaine de Bellene,[2017]
Australia,The Lucky Lizard,90,31.0,South Australia,Adelaide Hills,Joe Czerwinski,@JoeCz,D'Arenberg 2019 The Lucky Lizard Chardonnay (Adelaide Hills),Chardonnay,D'Arenberg,[2019]
Argentina,Natal,83,15.0,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Alpamanta 2015 Natal Chardonnay (Mendoza),Chardonnay,Alpamanta,[2015]
US,Quail Hill Vineyard,91,43.0,California,Russian River Valley,Virginie Boone,@vboone,Lynmar 2019 Quail Hill Vineyard Chardonnay (Russian River Valley),Chardonnay,Lynmar,[2019]
US,Starr Ridge Vineyard Estate,91,39.0,California,Russian River Valley,Virginie Boone,@vboone,Thomas George 2018 Starr Ridge Vineyard Estate Chardonnay (Russian River Valley),Chardonnay,Thomas George,[2018]
US,Sierra Madre Vineyard,91,47.0,California,Santa Maria Valley,Matt Kettmann,@mattkettmann,Wedell Cellars 2017 Sierra Madre Vineyard Chardonnay (Santa Maria Valley),Chardonnay,Wedell Cellars,[2017]
France,L'Homme Mort Premier Cru,91,36.0,Burgundy,Chablis,Roger Voss,@vossroger,Domaine Chenevières 2020 L'Homme Mort Premier Cru  (Chablis),Chardonnay,Domaine Chenevières,[2020]
US,Rosella's Vineyard,91,36.0,California,Santa Lucia Highlands,Matt Kettmann,@mattkettmann,Bernardus 2019 Rosella's Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Bernardus,[2019]
France,Les Vaillons Vieilles Vignes Premier Cru,91,42.0,Burgundy,Chablis,Roger Voss,@vossroger,Domaine Laroche 2019 Les Vaillons Vieilles Vignes Premier Cru  (Chablis),Chardonnay,Domaine Laroche,[2019]
US,Estate Grown,89,27.0,California,Chalone,Matt Kettmann,@mattkettmann,Chalone 2020 Estate Grown Chardonnay (Chalone),Chardonnay,Chalone,[2020]
US,French Creek Vineyard,88,25.0,Washington,Yakima Valley,Paul Gregutt,@paulgwine ,Eight Bells 2016 French Creek Vineyard Chardonnay (Yakima Valley),Chardonnay,Eight Bells,[2016]
US,Reserve,90,27.0,Washington,Horse Heaven Hills,Sean P. Sullivan,@wawinereport,Columbia Crest 2018 Reserve Chardonnay (Horse Heaven Hills),Chardonnay,Columbia Crest,[2018]
US,Mimi,90,26.0,Washington,Horse Heaven Hills,Sean P. Sullivan,@wawinereport,Chateau Ste. Michelle 2019 Mimi Chardonnay (Horse Heaven Hills),Chardonnay,Chateau Ste. Michelle,[2019]
France,Vieilles,87,21.0,Burgundy,Viré-Clessé,Roger Voss,@vossroger,Meurgey-Croses 2021 Vieilles  (Viré-Clessé),Chardonnay,Meurgey-Croses,[2021]
US,Reserve Lot 92,87,16.0,California,California,Jim Gordon,@gordone_cellars,Michael Sullberg 2021 Reserve Lot 92 Chardonnay (California),Chardonnay,Michael Sullberg,[2021]
France,Vignes Blances,87,28.0,Burgundy,Pouilly-Fuissé,Roger Voss,@vossroger,Château de Beauregard 2021 Vignes Blances  (Pouilly-Fuissé),Chardonnay,Château de Beauregard,[2021]
France,Les Vignes de la Roche,87,19.0,Beaujolais,Beaujolais Blanc,Roger Voss,@vossroger,Château de Lavernette 2021 Les Vignes de la Roche  (Beaujolais Blanc),Chardonnay,Château de Lavernette,[2021]
France,Clos de la Bressande,87,17.0,Burgundy,Mâcon-Villages,Roger Voss,@vossroger,Domaine Sangouard-Guyot 2022 Clos de la Bressande  (Mâcon-Villages),Chardonnay,Domaine Sangouard-Guyot,[2022]
France,Domaine des Perdrix,87,24.0,Burgundy,Bourgogne Hautes Côtes de Nuits,Roger Voss,@vossroger,Domaines Devillard 2021 Domaine des Perdrix  (Bourgogne Hautes Côtes de Nuits),Chardonnay,Domaines Devillard,[2021]
US,Teresa's Unoaked,88,22.0,California,Russian River Valley,Virginie Boone,@vboone,Balletto 2019 Teresa's Unoaked Chardonnay (Russian River Valley),Chardonnay,Balletto,[2019]
US,Stainless,88,21.0,California,Central Coast,Matt Kettmann,@mattkettmann,Chamisal Vineyards 2019 Stainless Chardonnay (Central Coast),Chardonnay,Chamisal Vineyards,[2019]
France,Marie-Antoinette,89,26.0,Burgundy,Pouilly-Fuissé,Roger Voss,@vossroger,Vincent 2020 Marie-Antoinette  (Pouilly-Fuissé),Chardonnay,Vincent,[2020]
Italy,Giulio Ferrari Riserva del Fondatore,93,168.0,Northeastern Italy,Trento,Kerin O’Keefe,@kerinokeefe,Ferrari 2008 Giulio Ferrari Riserva del Fondatore Chardonnay (Trento),Chardonnay,Ferrari,[]
France,Valmur Grand Cru,93,65.0,Burgundy,Chablis,Roger Voss,@vossroger,Domaine Christian Moreau Père et Fils 2018 Valmur Grand Cru  (Chablis),Chardonnay,Domaine Christian Moreau Père et Fils,[2018]
France,Vaudésir Grand Cru,93,69.0,Burgundy,Chablis,Roger Voss,@vossroger,Domaine Christian Moreau Père et Fils 2018 Vaudésir Grand Cru  (Chablis),Chardonnay,Domaine Christian Moreau Père et Fils,[2018]
France,Mont de Milieu Premier Cru,93,40.0,Burgundy,Chablis,Roger Voss,@vossroger,Pascal Bouchard 2018 Mont de Milieu Premier Cru  (Chablis),Chardonnay,Pascal Bouchard,[2018]
US,Brillánte Brut Sparkling Wine Méthode Traditionnelle,87,21.0,Washington,Columbia Valley (WA),Sean P. Sullivan,@wawinereport,Castillo De Feliciana 2021 Brillánte Brut Sparkling Wine Méthode Traditionnelle Chardonnay (Columbia Valley (WA)),Chardonnay,Castillo De Feliciana,[2021]
Argentina,Catena Alta,90,40.0,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Bodega Catena Zapata 2015 Catena Alta Chardonnay (Mendoza),Chardonnay,Bodega Catena Zapata,[2015]
Australia,Mappinga,91,27.0,South Australia,Adelaide Hills,Joe Czerwinski,@JoeCz,Sidewood 2021 Mappinga Chardonnay (Adelaide Hills),Chardonnay,Sidewood,[2021]
US,Split Oak Estates Sur Lie,88,20.0,California,California,Virginie Boone,@vboone,Morro Bay 2016 Split Oak Estates Sur Lie Chardonnay (California),Chardonnay,Morro Bay,[2016]
US,'Unfiltered',90,48.0,Washington,Columbia Valley (WA),Paul Gregutt,@paulgwine ,Boudreaux Cellars 2012 'Unfiltered' Chardonnay (Columbia Valley (WA)),Chardonnay,Boudreaux Cellars,[2012]
France,Les Folatières,92,87.0,Burgundy,Puligny-Montrachet,Roger Voss,@vossroger,Joseph Drouhin 2014 Les Folatières  (Puligny-Montrachet),Chardonnay,Joseph Drouhin,[2014]
France,Les Folatières,92,79.0,Burgundy,Puligny-Montrachet,Roger Voss,@vossroger,Louis Latour 2015 Les Folatières  (Puligny-Montrachet),Chardonnay,Louis Latour,[2015]
US,Estate,93,40.0,California,Santa Lucia Highlands,Matt Kettmann,@mattkettmann,Boekenoogen 2018 Estate Chardonnay (Santa Lucia Highlands),Chardonnay,Boekenoogen,[2018]
US,Ritchie Vineyard Middle Reach,93,47.0,California,Russian River Valley,Virginie Boone,@vboone,De Loach 2018 Ritchie Vineyard Middle Reach Chardonnay (Russian River Valley),Chardonnay,De Loach,[2018]
US,Clos du Soleil Vineyard,93,60.0,Oregon,Dundee Hills,Paul Gregutt,@paulgwine ,Domaine Serene 2018 Clos du Soleil Vineyard Chardonnay (Dundee Hills),Chardonnay,Domaine Serene,[2018]
US,Avellana Vineyard,93,52.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Ponzi 2018 Avellana Vineyard Chardonnay (Willamette Valley),Chardonnay,Ponzi,[2018]
US,Hawk Hill Vineyard,93,47.0,California,Green Valley,Virginie Boone,@vboone,De Loach 2018 Hawk Hill Vineyard Chardonnay (Green Valley),Chardonnay,De Loach,[2018]
US,Old Vine,90,71.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Rex Hill 2015 Old Vine Chardonnay (Willamette Valley),Chardonnay,Rex Hill,[2015]
US,Winemaker's,87,17.0,California,Lodi,Jim Gordon,@gordone_cellars,Table No. 7 2018 Winemaker's Chardonnay (Lodi),Chardonnay,Table No. 7,[2018]
US,Cuvée Natalie Estate,87,36.0,California,Sonoma Coast,Virginie Boone,@vboone,Nicholson Ranch 2018 Cuvée Natalie Estate Chardonnay (Sonoma Coast),Chardonnay,Nicholson Ranch,[2018]
US,Estate,87,18.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,Apolloni 2020 Estate Chardonnay (Willamette Valley),Chardonnay,Apolloni,[2020]
France,Cuvée Hors Classe Les Ménétrières,91,50.0,Burgundy,Pouilly-Fuissé,Roger Voss,@vossroger,Domaine Ferret 2018 Cuvée Hors Classe Les Ménétrières  (Pouilly-Fuissé),Chardonnay,Domaine Ferret,[2018]
US,Cold Creek Vineyard,91,31.0,Washington,Columbia Valley (WA),Sean P. Sullivan,@wawinereport,Chateau Ste. Michelle 2018 Cold Creek Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Chateau Ste. Michelle,[2018]
France,Haute-Serre Albesco,89,33.0,Southwest France,Lot,Roger Voss,@vossroger,Georges Vigouroux 2016 Haute-Serre Albesco Chardonnay (Lot),Chardonnay,Georges Vigouroux,[2016]
France,La Maltroie Premier Cru,92,55.0,Burgundy,Chassagne-Montrachet,Roger Voss,@vossroger,Au Pied du Mont Chauve 2019 La Maltroie Premier Cru  (Chassagne-Montrachet),Chardonnay,Au Pied du Mont Chauve,[2019]
US,Don Miguel Vineyard Dobles Lias Unfiltered,92,42.0,California,Russian River Valley,Virginie Boone,@vboone,Marimar Estate 2019 Don Miguel Vineyard Dobles Lias Unfiltered Chardonnay (Russian River Valley),Chardonnay,Marimar Estate,[2019]
US,Split Rail Vineyard,92,32.0,California,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Sante Arcangeli 2020 Split Rail Vineyard Chardonnay (Santa Cruz Mountains),Chardonnay,Sante Arcangeli,[2020]
France,Les Cras,88,100.0,Burgundy,Vougeot,Roger Voss,@vossroger,Domaine Bertagna 2014 Les Cras  (Vougeot),Chardonnay,Domaine Bertagna,[2014]
France,Clos de Mazeray,88,79.0,Burgundy,Meursault,Roger Voss,@vossroger,Domaine Jacques Prieur 2015 Clos de Mazeray  (Meursault),Chardonnay,Domaine Jacques Prieur,[2015]
US,Au Contraire French Creek Vineyard,88,26.0,Washington,Yakima Valley,Paul Gregutt,@paulgwine ,Maison Bleue 2016 Au Contraire French Creek Vineyard Chardonnay (Yakima Valley),Chardonnay,Maison Bleue,[2016]
France,Château Labouré-Roi Premier Cru Poruzot,90,78.0,Burgundy,Meursault,Roger Voss,@vossroger,Labouré-Roi 2011 Château Labouré-Roi Premier Cru Poruzot  (Meursault),Chardonnay,Labouré-Roi,[]
France,Les Charmes,86,19.0,Burgundy,Mâcon-Lugny,Roger Voss,@vossroger,Cave de Lugny 2017 Les Charmes  (Mâcon-Lugny),Chardonnay,Cave de Lugny,[2017]
Argentina,Reserva,87,23.0,Mendoza Province,Mendoza,Michael Schachner,@wineschach,Terrazas de Los Andes 2016 Reserva Chardonnay (Mendoza),Chardonnay,Terrazas de Los Andes,[2016]
US,Cheryl's,91,38.0,California,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Black Ridge 2019 Cheryl's Chardonnay (Santa Cruz Mountains),Chardonnay,Black Ridge,[2019]
France,Château la Vernalle,91,28.0,Burgundy,Pouilly-Fuissé,Roger Voss,@vossroger,Collin-Bourisset 2021 Château la Vernalle  (Pouilly-Fuissé),Chardonnay,Collin-Bourisset,[2021]
France,Authentique Blanc de Blancs Brut,92,118.0,Champagne,Champagne,Roger Voss,@vossroger,Le Brun de Neuville NV Authentique Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Le Brun de Neuville,[]
US,Evenstad Reserve,92,41.0,Oregon,Dundee Hills,Paul Gregutt,@paulgwine ,Domaine Serene 2021 Evenstad Reserve Chardonnay (Dundee Hills),Chardonnay,Domaine Serene,[2021]
France,Grand Cru Blanc de Blancs Chouilly Brut,92,96.0,Champagne,Champagne,Roger Voss,@vossroger,A.R. Lenoble  NV Grand Cru Blanc de Blancs Chouilly Brut Chardonnay (Champagne),Chardonnay,A.R. Lenoble ,[]
France,Château de Blagny Premier Cru,92,52.0,Burgundy,Meursault,Roger Voss,@vossroger,Louis Latour 2020 Château de Blagny Premier Cru  (Meursault),Chardonnay,Louis Latour,[2020]
US,Freedom Hill Vineyard Dijon Clone,92,30.0,Oregon,Willamette Valley,Paul Gregutt,@paulgwine ,St. Innocent 2020 Freedom Hill Vineyard Dijon Clone Chardonnay (Willamette Valley),Chardonnay,St. Innocent,[2020]
France,La Roche,92,36.0,Burgundy,Pouilly-Fuissé,Roger Voss,@vossroger,Verget 2020 La Roche  (Pouilly-Fuissé),Chardonnay,Verget,[2020]
France,Aux Chailloux,92,29.0,Burgundy,Pouilly-Fuissé,Roger Voss,@vossroger,Domaine Pascal et Mireille Renaud 2021 Aux Chailloux  (Pouilly-Fuissé),Chardonnay,Domaine Pascal et Mireille Renaud,[2021]
France,Les Tillets,92,64.0,Burgundy,Meursault,Roger Voss,@vossroger,Domaine Pierre Labet 2019 Les Tillets  (Meursault),Chardonnay,Domaine Pierre Labet,[2019]
France,Charles VII Blanc de Blancs Brut,87,96.0,Champagne,Champagne,Roger Voss,@vossroger,Canard-Duchêne NV Charles VII Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Canard-Duchêne,[]
US,Elerding Vineyard,93,44.0,Washington,Columbia Valley (WA),Paul Gregutt,@paulgwine ,Januik 2012 Elerding Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Januik,[2012]
France,Premier Cru,89,29.0,Burgundy,Montagny,Roger Voss,@vossroger,Chanson Père et Fils 2020 Premier Cru  (Montagny),Chardonnay,Chanson Père et Fils,[2020]
US,Limitado,89,29.0,California,Santa Lucia Highlands,Matt Kettmann,@mattkettmann,El Pistolero 2020 Limitado Chardonnay (Santa Lucia Highlands),Chardonnay,El Pistolero,[2020]
US,Reserve,89,36.0,California,Napa Valley,Virginie Boone,@vboone,V. Sattui 2019 Reserve Chardonnay (Napa Valley),Chardonnay,V. Sattui,[2019]
US,Teacher's Pet,89,27.0,California,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Burrell School Vineyards 2020 Teacher's Pet Chardonnay (Santa Cruz Mountains),Chardonnay,Burrell School Vineyards,[2020]
US,True Grit Reserve,89,27.0,California,Mendocino County,Jim Gordon,@gordone_cellars,Parducci 2020 True Grit Reserve Chardonnay (Mendocino County),Chardonnay,Parducci,[2020]
France,L'Epinet,89,26.0,Burgundy,Viré-Clessé,Roger Voss,@vossroger,Rijckaert 2020 L'Epinet  (Viré-Clessé),Chardonnay,Rijckaert,[2020]
US,Très,89,40.0,California,Sonoma County,Virginie Boone,@vboone,Sill Family 2020 Très Chardonnay (Sonoma County),Chardonnay,Sill Family,[2020]
France,Le Chardonnay d'Alain Brumont,89,37.0,France Other,Vin de France,Roger Voss,@vossroger,Vignobles Brumont 2015 Le Chardonnay d'Alain Brumont Chardonnay (Vin de France),Chardonnay,Vignobles Brumont,[2015]
Argentina,Estate Bottled,84,16.0,Mendoza Province,Uco Valley,Michael Schachner,@wineschach,Finca El Portillo 2013 Estate Bottled Chardonnay (Uco Valley),Chardonnay,Finca El Portillo,[2013]
US,Reserve,86,19.0,California,Santa Ynez Valley,Matt Kettmann,@mattkettmann,EOS 2021 Reserve Chardonnay (Santa Ynez Valley),Chardonnay,EOS,[2021]
US,Sangiacomo Vineyard,86,21.0,California,Carneros,Virginie Boone,@vboone,Gregory Graham 2020 Sangiacomo Vineyard Chardonnay (Carneros),Chardonnay,Gregory Graham,[2020]
US,Estate,91,52.0,California,Santa Cruz Mountains,Matt Kettmann,@mattkettmann,Mount Eden Vineyards 2017 Estate Chardonnay (Santa Cruz Mountains),Chardonnay,Mount Eden Vineyards,[2017]
US,RogerRose Vineyard,91,34.0,California,Arroyo Seco,Matt Kettmann,@mattkettmann,Joullian 2018 RogerRose Vineyard Chardonnay (Arroyo Seco),Chardonnay,Joullian,[2018]
France,Le Nombre d'Or Brut Nature,91,77.0,Champagne,Champagne,Roger Voss,@vossroger,Aubry 2015 Le Nombre d'Or Brut Nature Chardonnay (Champagne),Chardonnay,Aubry,[2015]
France,Montmains Premier Cru,91,38.0,Burgundy,Chablis,Roger Voss,@vossroger,Domaine Gérard Duplessis 2019 Montmains Premier Cru  (Chablis),Chardonnay,Domaine Gérard Duplessis,[2019]
US,Double L Vineyard,93,35.0,California,Santa Lucia Highlands,Matt Kettmann,@mattkettmann,Morgan 2021 Double L Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Morgan,[2021]
US,Teal Bartolucci Vineyards Big Valley Ranch Made With Organically Grown Grapes,93,34.0,California,Lake County,Jim Gordon,@gordone_cellars,Chacewater 2020 Teal Bartolucci Vineyards Big Valley Ranch Made With Organically Grown Grapes Chardonnay (Lake County),Chardonnay,Chacewater,[2020]
US,Le Bon Climat,93,47.0,California,Santa Maria Valley,Matt Kettmann,@mattkettmann,Clendenen Family 2018 Le Bon Climat Chardonnay (Santa Maria Valley),Chardonnay,Clendenen Family,[2018]
US,Bien Nacido Vineyard,93,35.0,California,Santa Barbara County,Matt Kettmann,@mattkettmann,Fess Parker 2021 Bien Nacido Vineyard Chardonnay (Santa Barbara County),Chardonnay,Fess Parker,[2021]
US,Old Head,88,20.0,California,Dunnigan Hills,Jim Gordon,@gordone_cellars,Matchbook 2019 Old Head Chardonnay (Dunnigan Hills),Chardonnay,Matchbook,[2019]
US,Nicholas Estate,88,23.0,Oregon,Chehalem Mountains,Paul Gregutt,@paulgwine ,Anam Cara 2019 Nicholas Estate Chardonnay (Chehalem Mountains),Chardonnay,Anam Cara,[2019]
US,Indian Wells,90,27.0,Washington,Columbia Valley (WA),Paul Gregutt,@paulgwine ,Chateau Ste. Michelle 2017 Indian Wells Chardonnay (Columbia Valley (WA)),Chardonnay,Chateau Ste. Michelle,[2017]
US,Persephone Vineyard,88,24.0,California,Napa Valley,Virginie Boone,@vboone,Peju 2020 Persephone Vineyard Chardonnay (Napa Valley),Chardonnay,Peju,[2020]
US,40th Anniversary Estate Grown,91,37.0,California,Napa Valley,Virginie Boone,@vboone,Grgich Hills 2020 40th Anniversary Estate Grown Chardonnay (Napa Valley),Chardonnay,Grgich Hills,[2020]
France,Mes Vieilles Vignes Blanc de Blancs Brut,91,65.0,Champagne,Champagne,Roger Voss,@vossroger,José Dhondt 2015 Mes Vieilles Vignes Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,José Dhondt,[2015]
France,Domaine Long-Depaquit,87,24.0,Burgundy,Chablis,Roger Voss,@vossroger,Albert Bichot 2016 Domaine Long-Depaquit  (Chablis),Chardonnay,Albert Bichot,[2016]
France,Spécial Club Chouilly Grand Cru Blanc de Blancs Brut,92,85.0,Champagne,Champagne,Roger Voss,@vossroger,Roland Champion 2013 Spécial Club Chouilly Grand Cru Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Roland Champion,[2013]
US,Indian Wells,85,20.0,Washington,Columbia Valley (WA),Paul Gregutt,@paulgwine ,Chateau Ste. Michelle 2016 Indian Wells Chardonnay (Columbia Valley (WA)),Chardonnay,Chateau Ste. Michelle,[2016]
France,Mersault-Charmes Premier Cru,88,49.0,Burgundy,Meursault,Roger Voss,@vossroger,Domaine Jean Monnier et Fils 2017 Mersault-Charmes Premier Cru  (Meursault),Chardonnay,Domaine Jean Monnier et Fils,[2017]
US,Old Soul,86,15.0,California,Lodi,Jim Gordon,@gordone_cellars,Oak Ridge 2021 Old Soul Chardonnay (Lodi),Chardonnay,Oak Ridge,[2021]
US,Canoe Ridge Estate,89,34.0,Washington,Horse Heaven Hills,Sean P. Sullivan,@wawinereport,Chateau Ste. Michelle 2016 Canoe Ridge Estate Chardonnay (Horse Heaven Hills),Chardonnay,Chateau Ste. Michelle,[2016]
